"date","hora","comercio","actividad","importe","operacion","quien"
2010-12-01,"0:03:11","ADOC GOURMET, S.A.","RESTAURANTES RESTO","200","COMPRA","Francisco Baquero"
2010-12-01,"0:23:37","THE CAPI TAVERN","RESTAURANTES RESTO","9.5","COMPRA","Miguel Ángel Araujo"
2010-12-01,"0:24:26","ESPASA CALPE-CASA DEL LIBRO","LIBRERIAS, PAPELERIAS Y DISCOS","30","COMPRA","Rafael Spottorno Díaz Caro"
2010-12-01,"01:46:59","RESTAURANTE SE#ORIO DE ALCOCER","RESTAURANTES RESTO","127.82","COMPRA","Cándido Cerón Escudero"
2010-12-01,"11:01:21","SUSCRIP.UNIDAD EDITORIAL I G ","SUSCRIPCIONES A PUBLICACIONES PERIODICAS","14.99","COMPRA","José Manuel Fernández Norniella"
2010-12-01,"12:33:41","EXECUTIVE TRAVELS S.A.","AGENCIAS DE VIAJES","6519.12","COMPRA","Matías Amat"
2010-12-01,"12:52:43",NA,"AGENCIAS BANCARIAS(ANTICIPO VENTANILLA)","2500","DISPOSICION EFECTIVO OFICINA","Ricardo Morado Iglesias"
2010-12-01,"13:14:27","FUNDOSA GALENAS 627 ","TIENDA DE GOLOSINAS","24.95","COMPRA","Jesús Pedroche Nieto"
2010-12-01,"13:44:28","FARMACIA VICTORIA ARAGON","FARMACIAS","80.76","COMPRA","Ricardo Romero de Tejada y Picatoste"
2010-12-01,"13:54:28","TAXI DE MADRID 13527 ","TAXIS","35","COMPRA","Jorge Gómez Moreno"
2010-12-01,"14:46:12","TAXI DE MADRID 11427 ","TAXIS","10","COMPRA","Jorge Gómez Moreno"
2010-12-01,"15:16:23","TAXI DE MADRID 00703 ","TAXIS","9.45","COMPRA","Santiago Javier Sánchez Carlos"
2010-12-01,"15:39:13","EL GRAN BARRIL","RESTAURANTES RESTO","120","COMPRA","Estanislao Rodríguez-Ponga"
2010-12-01,"15:49:31","LA ALPARGATERIA","RESTAURANTES RESTO","39.9","COMPRA","Carlos Mª Martínez"
2010-12-01,"15:49:50",NA,"HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI","128.74","COMPRA","Miguel Corsini Freese"
2010-12-01,"16:25:04","RESTAURANTE BICE ","VIPS","90.25","COMPRA","Jorge Rabago Juan Aracil"
2010-12-01,"16:55:41","EL LECHAZO DE ORO ","RESTAURANTES DE 4 Y 5 TENEDORES","230.66","COMPRA","Jorge Gómez Moreno"
2010-12-01,"17:25:03","EL CORTE INGLES","HIPERCOR SUPERMERCADOS EL CORTE INGLES","5.4","COMPRA","Carlos Mª Martínez"
2010-12-01,"17:29:27","EL CORTE INGLES S.A.","EL CORTE INGLES","109","COMPRA","Carlos Mª Martínez"
2010-12-01,"17:37:22","EMBASSY ","CONFECCION TEXTIL EN GENERAL","179","COMPRA","José Ricardo Martínez Castro"
2010-12-01,"17:39:04","EMBASSY ","CONFECCION TEXTIL EN GENERAL","49","COMPRA","José Ricardo Martínez Castro"
2010-12-01,"17:42:07","RESTAURANTE ERROTA ZAR ","RESTAURANTES RESTO","264.6","COMPRA","José Acosta Cubero"
2010-12-01,"18:03:54","LAMPARAS OLIVA, S.A.","MUEBLES,ANTIGUEDADES Y GALERIAS DE ARTE","150","COMPRA","Francisco Baquero"
2010-12-01,"18:21:41","SOL DE MAR ","PELUQUERIAS,INSTITUTOS DE BELLEZA Y GIMN","108","COMPRA","Antonio Cámara Eguinoa"
2010-12-01,"18:24:53","E.S. BOADILLA","CEPSA","70","COMPRA","Francisco Baquero"
2010-12-01,"18:42:28","ESPASA CALPE-CASA DEL LIBRO ","LIBRERIAS, PAPELERIAS Y DISCOS","17.5","COMPRA","Santiago Javier Sánchez Carlos"
2010-12-01,"21:28:19","ESPASA CALPE S.A.","LIBRERIAS, PAPELERIAS Y DISCOS","58.90000153","COMPRA","Rubén Cruz Uribe"
2010-12-01,"21:29:17","EL CORTE INGLES ","EL CORTE INGLES","-10.95","DEVOLUCION COMPRA (ABONO Y CARGO)","Pedro Bedia Pérez"
2010-12-01,"21:30:24","EL CORTE INGLES ","HIPERCOR SUPERMERCADOS EL CORTE INGLES","10.96000004","COMPRA","Antonio Cámara Eguinoa"
2010-12-01,"22:06:25","RESTAURANTE LA QUINTANA ","RESTAURANTES RESTO","133.1","COMPRA","Juan Gómez Castañeda"
2010-12-01,"22:45:58","RENFE 001 ","R.E.N.F.E.","468.8","COMPRA","Beltrán Gutiérrez Moliner"
2010-12-01,"23:52:00","RESTAURANTE CLUB 31","RESTAURANTES DE 4 Y 5 TENEDORES","214.4","COMPRA","Rafael Spottorno Díaz Caro"
2010-12-02,"1:16:59","EL CORTE INGLES","EL CORTE INGLES","160","COMPRA","Carlos Mª Martínez"
2010-12-02,"08:09:54","E.S. BP SOMOSAGUAS ","GASOLINERAS","68.4","COMPRA","Juan Gómez Castañeda"
2010-12-02,"8:19:28","E.S. P DE LA HABANA","C.A.M.P.S.A.","72.26","COMPRA","Estanislao Rodríguez-Ponga"
