"date","hora","comercio","actividad","importe","operacion","quien"
2010-05-01,"0:15:00","RESTAURANTE LA TRAINERA","RESTAURANTES DE 4 Y 5 TENEDORES","264","COMPRA","Ildefonso Sánchez Barcoj"
2010-05-01,"03:39:47","RESTAURANTE LAZCANO CATERING ","VENTA A DIST.RESTAURAC.Y COMIDA RAPIDA","21.4","COMPRA","Ignacio de Navasques Cobián"
2010-05-01,"8:10:41","GOLF JARDIN DE ARANJUEZ","CLUBS DEPORTIVOS","99","COMPRA","Ildefonso Sánchez Barcoj"
2010-05-01,"12:07:39","HOTEL PALACE RESTAURANTE ","HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI","27.7","COMPRA","José Acosta Cubero"
2010-05-01,"12:36:05","SOL DE MAR ","PELUQUERIAS,INSTITUTOS DE BELLEZA Y GIMN","123","COMPRA","Antonio Cámara Eguinoa"
2010-05-01,"13:01:58","LUPESA ","RESTAURANTES RESTO","33","COMPRA","Juan Emilio Iranzo Martín"
2010-05-01,"13:02:39","CAMPO PUBLICO DE GOLF TALAYUEL","ESPECTACULOS Y DEPORTES","98","COMPRA","Ignacio de Navasques Cobián"
2010-05-01,"13:18:08","GUIROPA S A ","GASOLINERAS","69.92","COMPRA","Antonio Cámara Eguinoa"
2010-05-01,"15:58:57","E.S.VEGONES DER","C.A.M.P.S.A.","51.3","COMPRA","Estanislao Rodríguez-Ponga"
2010-05-01,"16:04:33","CRUZ BLANCA ","CLUBS,SALAS FIESTA,PUBS,DISCOTECAS,BARES","20.2","COMPRA","Santiago Javier Sánchez Carlos"
2010-05-01,"16:05:06","TIENDAS DE CONVENIENCIA","HIPERCOR SUPERMERCADOS EL CORTE INGLES","41.69","COMPRA","Miguel Ángel Araujo"
2010-05-01,"16:05:40","RESTAURANTE LICINIA ","RESTAURANTES RESTO","57.7","COMPRA","Jesús Pedroche Nieto"
2010-05-01,"16:13:17","ADOC GOURMET, S.A.","RESTAURANTES RESTO","250","COMPRA","Francisco Baquero"
2010-05-01,"16:17:19","PASTELERIAS MALLORCA (KE) ","HIPERMERCADOS (TECNOLOGIA ELECTRONICA)","15","COMPRA","Juan Emilio Iranzo Martín"
2010-05-01,"16:24:22","LOS TORREZNOS S.L. ","RESTAURANTES RESTO","33.2","COMPRA","Jorge Gómez Moreno"
2010-05-01,"16:37:37","LA SIDRERIA ","RESTAURANTES RESTO","68.1","COMPRA","Pedro Bedia Pérez"
2010-05-01,"17:01:44","LA COMPANY ","RESTAURANTES RESTO","166","COMPRA","Antonio Cámara Eguinoa"
2010-05-01,"17:05:48","ASTRID&GASTON-(SOYAMI)","VENTA A DIST.RESTAURAC.Y COMIDA RAPIDA","337.8","COMPRA","Matías Amat"
2010-05-01,"18:40:29","CANDILEJAS SUR ","CAFETERIAS,SNACKS","44.8","COMPRA","Santiago Javier Sánchez Carlos"
2010-05-01,"20:05:14","ESECISA ","GASOLINERAS","43.63","COMPRA","Juan Emilio Iranzo Martín"
2010-05-01,"21:02:13",NA,"CAJEROS AUTOMATICOS","500","REINTEGRO EN CAJERO PROPIO","Matías Amat"
