"date","hora","comercio","actividad","importe","operacion","quien"
2008-04-01,"0:36:31","SURTIDOR GASOLINA M.D.MANZANO","C.A.M.P.S.A.","35.5","COMPRA","Pablo Abejas"
2008-04-01,"07:31:35","TAXI JOSE SANCHEZ LOPEZ ","TAXIS","45.65","COMPRA","Rodolfo Benito Valenciano"
2008-04-01,"8:28:39","RENFE 001","R.E.N.F.E.","59","COMPRA","Mercedes de la Merced"
2008-04-01,"8:37:07",NA,"AGENCIAS BANCARIAS(ANTICIPO VENTANILLA)","300","DISPOSICION EFECTIVO OFICINA","Ildefonso Sánchez Barcoj"
2008-04-01,"10:02:10","APARCAMIENTO MONTALBAN","GARAJES,RESTO DE APARCAMIENTOS","4.4","COMPRA","Estanislao Rodríguez-Ponga"
2008-04-01,"10:58:18",NA,"AGENCIAS BANCARIAS(ANTICIPO VENTANILLA)","3000","DISPOSICION EFECTIVO OFICINA","Ricardo Morado Iglesias"
2008-04-01,"11:36:31","NESPRESSO ","VENTA A DIST.DE PRODUCTOS AL POR MENOR","69.7","COMPRA","Ignacio de Navasques Cobián"
2008-04-01,"13:40:48","ARMERIA ALVAREZ","JUGUETES, ARTICULOS DEPORTIVOS","108.48","COMPRA","Ricardo Romero de Tejada y Picatoste"
2008-04-01,"14:37:25","APARCAMIENTOS Y OBRAS S A ","GARAJES,RESTO DE APARCAMIENTOS","6.7","COMPRA","Antonio Rey de Viñas Sánchez-Majestad"
2008-04-01,"15:05:52","ASADOR CRUZ NEVADA","RESTAURANTES RESTO","11.99","COMPRA","Rubén Cruz Uribe"
2008-04-01,"15:53:08","RESTAURANTE OTER ","RESTAURANTES RESTO","98.75","COMPRA","Alberto Recarte García Andrade"
2008-04-01,"16:23:08","HAKKASAN RESTAURANTE","RESTAURANTES DE 4 Y 5 TENEDORES","88","COMPRA","Miguel Blesa de la Parra"
2008-04-01,"16:37:36","VIAJES ECI","EL CORTE INGLES","384.26","COMPRA","Matías Amat"
2008-04-01,"16:46:00","TABERNA DEL ALABARDERO ","RESTAURANTES RESTO","167.45","COMPRA","Juan Gómez Castañeda"
2008-04-01,"16:47:04","RESTAURANTE GUETARIA ","RESTAURANTES RESTO","173","COMPRA","José María de la Riva Ámez"
2008-04-01,"17:02:58","ALTAIR RESTAURACION S.L.","RESTAURANTES RESTO","292.01","COMPRA","Carlos Mª Martínez"
2008-04-01,"17:04:48","RODILLA ORENSE ","CAFETERIAS,SNACKS","2.2","COMPRA","Antonio Cámara Eguinoa"
2008-04-01,"17:11:31","REST. MOA#A ","RESTAURANTES RESTO","158.24","COMPRA","Francisco José Pérez Fernández"
2008-04-01,"18:16:53","RENFE 001","R.E.N.F.E.","386.7","COMPRA","Estanislao Rodríguez-Ponga"
2008-04-01,"19:28:00","MALLORCA ","HIPERMERCADOS (TECNOLOGIA ELECTRONICA)","14.47","COMPRA","Antonio Cámara Eguinoa"
2008-04-01,"20:36:03","APARCAMIENTOS Y OBRAS S A ","GARAJES,RESTO DE APARCAMIENTOS","5.4","COMPRA","Juan José Azcona Olondriz"
2008-04-01,"20:38:18","HIPER VILLAVERDE ","HIPERMERCADOS (TECNOLOGIA ELECTRONICA)","108.24","COMPRA","Antonio Rey de Viñas Sánchez-Majestad"
2008-04-01,"22:52:12","E.S.VALDEMINGOMEZ ","C.A.M.P.S.A.","40","COMPRA","Francisco José Pérez Fernández"
2008-04-01,"22:54:02",NA,"CAJEROS AUTOMATICOS","600","REINTEGRO EN CAJERO PROPIO","José Antonio Moral Santín"
2008-04-02,"00:06:26","REST MARISQUERIA CARTA MARINA ","RESTAURANTES RESTO","244.1","COMPRA","Cándido Cerón Escudero"
2008-04-02,"0:22:34","VIAJES ECI","EL CORTE INGLES","11.5","COMPRA","Estanislao Rodríguez-Ponga"
2008-04-02,"0:22:34","VIAJES ECI","EL CORTE INGLES","11.5","COMPRA","Estanislao Rodríguez-Ponga"
2008-04-02,"11:22:31","CAMPSARED CAZALEGAS","C.A.M.P.S.A.","68.06","COMPRA","Ricardo Romero de Tejada y Picatoste"
2008-04-02,"12:43:29","ES AGUSTIN MEDINA FERNAN ","GASOLINERAS","40","COMPRA","Miguel Ángel Abejón Resa"
2008-04-02,"14:39:45","IBERPISTAS, S.A.C.E. ","AUTOPISTAS (TERMINALES)","8.85","COMPRA","Jesús Pedroche Nieto"
2008-04-02,"14:42:03","IBERPISTAS, S.A.C.E. ","AUTOPISTAS (TERMINALES)","8.85","COMPRA","Jesús Pedroche Nieto"
2008-04-02,"15:06:23","RESTAURANTE 91","RESTAURANTES RESTO","29.96","COMPRA","Antonio Romero Lázaro"
2008-04-02,"15:38:15","NAUTICA BAUTISTA","AUTOM.Y MOTOCICLETAS ( VENTAS Y REPARAC)","3649.36","COMPRA","Juan Astorqui"
2008-04-02,"15:57:33",NA,"GRAN ALMACEN (A)","67.79","COMPRA","Antonio Cámara Eguinoa"
2008-04-02,"16:17:00","RESTAURANTE LAS CIGUENAS","RESTAURANTES RESTO","113.52","COMPRA","Ricardo Romero de Tejada y Picatoste"
2008-04-02,"16:23:13","RIVER CENTRE COMERCIAL (G.S)","GRAN ALMACEN (A)","49.96","COMPRA","Mercedes de la Merced"
2008-04-02,"16:32:49","RESTAURANTE COME PRIMA ","RESTAURANTES RESTO","147.2","COMPRA","Juan José Azcona Olondriz"
2008-04-02,"16:37:30","BAR LA CASTELA - RESTAURA ","RESTAURANTES RESTO","101.97","COMPRA","Ramón Espinar Gallego"
2008-04-02,"16:40:02","CAFETERIA VIPS GOYA ","VIPS","18.75","COMPRA","José María Arteta Vico"
2008-04-02,"16:46:59","RESTAURANTE LA LENERA ","RESTAURANTES RESTO","211.55","COMPRA","Guillermo Ricardo Marcos Guerrero"
2008-04-02,"18:07:05","MUNDOLICOR, S.L.","SUPERMERCADOS,ULTRAMARINOS, ECONOMATOS","85.65","COMPRA","Antonio Romero Lázaro"
2008-04-02,"18:07:18","EL CORTE INGLES ","HIPERCOR SUPERMERCADOS EL CORTE INGLES","3.55","COMPRA","Antonio Cámara Eguinoa"
2008-04-02,"18:09:05","ALCAMPO-PIO XII ","ALCAMPO","32.6","COMPRA","Antonio Cámara Eguinoa"
2008-04-02,"18:25:40","SURTIDOR GASOLINA M.D.MANZANO","C.A.M.P.S.A.","82.32","COMPRA","Pablo Abejas"
2008-04-02,"18:53:26","LUIS LEZAMA BARANANO","RESTAURANTES DE 4 Y 5 TENEDORES","22.2","COMPRA","Pablo Abejas"
2008-04-02,"20:46:46","EL CORTE INGLES ","HIPERCOR SUPERMERCADOS EL CORTE INGLES","400","COMPRA","José Manuel Fernández Norniella"
2008-04-02,"20:49:58","EL CORTE INGLES S.A. ","EL CORTE INGLES","77.8","COMPRA","José Manuel Fernández Norniella"
2008-04-03,"00:01:58","RESTAURANTE BERGANTE ","RESTAURANTES RESTO","207.2","COMPRA","José María Arteta Vico"
2008-04-03,"00:21:27","MALLORCA ","HIPERMERCADOS (TECNOLOGIA ELECTRONICA)","3.3","COMPRA","Antonio Cámara Eguinoa"
2008-04-03,"00:21:28","BERLIN BOUTIQUE S.A. ","CONFECCION TEXTIL EN GENERAL","1616","COMPRA","María Carmen Cafranga Cavestany"
2008-04-03,"0:26:54","SURTIDOR FUENTE CARRANTONA","C.A.M.P.S.A.","69","COMPRA","Rubén Cruz Uribe"
2008-04-03,"11:22:04","CEPSA 17917-1 ARGANDA ","CEPSA","55","COMPRA","Ramón Espinar Gallego"
2008-04-03,"13:14:01","RENFE 001 ","R.E.N.F.E.","417.9","COMPRA","Pedro Bedia Pérez"
2008-04-03,"13:50:34","SANTA BARBARA CERVECERIA 2006 ","CAFETERIAS,SNACKS","47.8","COMPRA","Ramón Espinar Gallego"
2008-04-03,"15:14:30","ASADOR CRUZ NEVADA","RESTAURANTES RESTO","11.99","COMPRA","Rubén Cruz Uribe"
2008-04-03,"15:32:24","FINOS Y FINAS ","RESTAURANTES RESTO","19","COMPRA","Ramón Espinar Gallego"
2008-04-03,"15:38:42","GREGORIO III -GPRS","RESTAURANTES RESTO","79.75","COMPRA","Antonio Romero Lázaro"
2008-04-03,"15:57:00","HOTEL R. CURRITO","RESTAURANTES RESTO","125","COMPRA","Francisco Baquero"
2008-04-03,"16:02:26","APARCAMIENTO MAYOR","GARAJES,RESTO DE APARCAMIENTOS","0.75","COMPRA","Estanislao Rodríguez-Ponga"
2008-04-03,"16:02:26","APARCAMIENTO CORTES ","GARAJES,RESTO DE APARCAMIENTOS","4.05","COMPRA","Antonio Rey de Viñas Sánchez-Majestad"
2008-04-03,"16:05:58","PARKING EGUISA C/SEVILLA","GARAJES Y APARCAMIENTOS","21.2","COMPRA","Estanislao Rodríguez-Ponga"
2008-04-03,"16:05:59","PARKING EGUISA C/SEVILLA","GARAJES Y APARCAMIENTOS","4.4","COMPRA","Estanislao Rodríguez-Ponga"
2008-04-03,"16:06:02","PARKING EGUISA C/SEVILLA ","GARAJES Y APARCAMIENTOS","3.5","COMPRA","Ramón Espinar Gallego"
2008-04-03,"16:12:08","GUILLEMO S.A.","HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI","33.5","COMPRA","Mercedes de la Merced"
2008-04-03,"16:23:08","METRO DE MADRID, S.A. ","METRO","6.7","COMPRA","Ramón Espinar Gallego"
2008-04-03,"16:31:25","REST ESQUINA DEL REAL ","RESTAURANTES RESTO","74.42","COMPRA","Francisco José Pérez Fernández"
2008-04-03,"17:05:04",NA,"CAJEROS AUTOMATICOS","600","REINTEGRO EN CAJERO PROPIO","Rafael Spottorno Díaz Caro"
2008-04-03,"17:12:56","CASA MUNDI","RESTAURANTES RESTO","193","COMPRA","Mercedes de la Merced"
2008-04-03,"17:22:45","ESPASA CALPE-CASA DEL LIBRO ","LIBRERIAS, PAPELERIAS Y DISCOS","54.5","COMPRA","Francisco José Pérez Fernández"
2008-04-03,"18:09:26","NISA (H 24) GESA ALBERTO AGUIL","GASOLINERAS","54","COMPRA","Miguel Ángel Araujo"
2008-04-03,"18:29:37","FNAC CALLAO","FNAC","82.85","COMPRA","Antonio Romero Lázaro"
2008-04-03,"18:43:44","IBERIA","IBERIA","45.48","COMPRA","Ildefonso Sánchez Barcoj"
2008-04-03,"18:43:45","IBERIA","IBERIA","45.48","COMPRA","Ildefonso Sánchez Barcoj"
2008-04-03,"19:35:26","EL CORTE INGLES S.A. ","EL CORTE INGLES","41.95","COMPRA","José Manuel Fernández Norniella"
2008-04-03,"19:35:26","EL CORTE INGLES S.A. ","EL CORTE INGLES","-44.95","DEVOLUCION COMPRA (ABONO Y CARGO)","José Manuel Fernández Norniella"
2008-04-03,"21:19:08","CEDIPSA 17018-1 TRUJILLO","CEPSA","84.72","COMPRA","Ricardo Romero de Tejada y Picatoste"
2008-04-03,"22:44:10","PARMA ","RESTAURANTES RESTO","53.79","COMPRA","José María Arteta Vico"
2008-04-03,"22:47:04",NA,"CAJEROS AUTOMATICOS","600","REINTEGRO EN CAJERO PROPIO","José Antonio Moral Santín"
2008-04-03,"23:12:53","RESTAURANTE VIRIDIANA ","RESTAURANTES RESTO","351","COMPRA","Alberto Recarte García Andrade"
2008-04-04,"8:27:23",NA,"AGENCIAS BANCARIAS(ANTICIPO VENTANILLA)","3000","DISPOSICION EFECTIVO OFICINA","Ricardo Morado Iglesias"
2008-04-04,"09:06:23","AURIGACROWN CAR HIRE ","ALQUILER AUTOMOVILES","163","COMPRA","Alberto Recarte García Andrade"
2008-04-04,"10:42:32","ESTACION ESQUI DE CERLER ","ESTACIONES DE ESQUI","76","COMPRA","Ramón Espinar Gallego"
2008-04-04,"11:37:39",NA,"CAJEROS AUTOMATICOS","600","REINTEGRO EN CAJERO PROPIO","Enrique de la Torre Martínez"
2008-04-04,"12:51:09","IKEA ALCORCON","IKEA","417.9","COMPRA","Miguel Ángel Araujo"
2008-04-04,"12:53:14","IKEA ALCORCON","IKEA","55.81","COMPRA","Miguel Ángel Araujo"
2008-04-04,"13:18:46","IKEA ALCORCON","IKEA","33.05","COMPRA","Miguel Ángel Araujo"
