"date","hora","comercio","actividad","importe","operacion","quien"
2009-03-01,"0:11:10","RESTAURANTE VIRIDIANA","RESTAURANTES RESTO","366","COMPRA","Antonio Romero Lázaro"
2009-03-01,"12:39:15","SHELL POZUELO","GASOLINERAS","32.21","COMPRA","Ricardo Romero de Tejada y Picatoste"
2009-03-01,"14:52:04","MESON JOSE MARIA ","RESTAURANTES RESTO","172.92","COMPRA","Ignacio de Navasques Cobián"
2009-03-01,"15:08:19","RESTAURANTE EL DELFIN ","RESTAURANTES RESTO","65.36","COMPRA","Ramón Martínez Vilches"
2009-03-01,"15:54:06","A TODO MEXICO","RESTAURANTES DE 4 Y 5 TENEDORES","98.98","COMPRA","Antonio Romero Lázaro"
2009-03-01,"16:06:46","TIENDAS DE CONVENIENCIA","HIPERCOR SUPERMERCADOS EL CORTE INGLES","13.1","COMPRA","Miguel Ángel Araujo"
2009-03-01,"16:07:48","ALCAMPO-PIO XII ","ALCAMPO","20.94","COMPRA","Antonio Cámara Eguinoa"
2009-03-01,"16:10:25","HIPERCOR CAMPO NACIONES-SUPER","HIPERCOR SUPERMERCADOS EL CORTE INGLES","156.46","COMPRA","Carmen Contreras"
2009-03-01,"16:14:43","RESTAURANTE CAPITOLINA ","RESTAURANTES RESTO","93.8","COMPRA","Pedro Bedia Pérez"
2009-03-01,"16:15:30","MEDIA MARKT VILLAVERDE ","CADENA MEDIA MARKT","56.95","COMPRA","Antonio Rey de Viñas Sánchez-Majestad"
2009-03-01,"16:30:16","LA CABILDA ","RESTAURANTES RESTO","77.75","COMPRA","Javier de Miguel Sánchez"
2009-03-01,"18:42:56","RODILLA PRINCESA ","CAFETERIAS,SNACKS","39","COMPRA","José María Arteta Vico"
2009-03-01,"18:43:02","CASA MANOLO ","RESTAURANTES RESTO","86.6","COMPRA","José María Arteta Vico"
2009-03-01,"19:16:22","CEDIPSA SANTA MARTA ","CEPSA","40.4","COMPRA","Gonzalo Martín Pascual"
2009-03-01,"20:54:07","E.S. EL ESCORIAL ","C.A.M.P.S.A.","56.01","COMPRA","Javier de Miguel Sánchez"
2009-03-01,"22:43:44","PASTELERIAS MALLORCA (KE) ","HIPERMERCADOS (TECNOLOGIA ELECTRONICA)","6.4","COMPRA","Antonio Cámara Eguinoa"
2009-03-02,"08:37:58","SHELL AEROPUERTO JEREZ ","GASOLINERAS","25.63","COMPRA","Alberto Recarte García Andrade"
